reseña,calificación,fuente,nombre,fecha
buen desayuno y buena atención precio justo,4,google_places_api,soda la colina,2024-08-26
muy buena comida,4,google_places_api,soda la colina,2021-12-30
excelente atención y ricas empanadas de pollo,5,google_places_api,soda la colina,2021-10-22
todo excelente,5,google_places_api,soda la colina,2025-07-01
buena comida bien precio,5,google_places_api,soda la colina,2021-10-22
desayunos muy ricos voy el precio muy barato,4,google_places_api,soda yami,2021-03-21
me gustó mucho pedí un simple gallo de carnen y me sorprendieron con un plato muy agradable a la vista y de sabor delicioso y una tortillota palmeada riquisima y fresquita bueno yo soy muy delicada para la comida al menos el gallo de carne se los recomiendo,4,google_places_api,soda yami,2020-11-10
excelente atención y la comida es muy buena los precios accesibles para pasar a comer al cruce de río frío este lugar es la mejor opción,5,google_places_api,soda yami,2023-02-18
la comida estuvo deliciosa fui con unos amigos con dietas variadas y ahí tienen opciones keto y vegetariana todos nos fuimos contentos,5,google_places_api,soda exodus by campbell,2025-11-24
la comida estuvo increíble con buen sabor y la vibra caribeña del lugar estuvo genial,5,google_places_api,soda exodus by campbell,2025-11-17
buena comida y buenas porciones,5,google_places_api,soda exodus by campbell,2025-11-14
5 estrellas rica comida y buen anbiente buena atencion,5,google_places_api,soda family,2021-12-24
muy bueno lindo lugar rica comida,4,google_places_api,soda family,2021-09-13
muy aseado buena atención y rica comida,4,google_places_api,soda family,2021-09-23
buena comida y presios acsesibles,3,google_places_api,soda family,2019-11-03
comida muy rica en una ambiente muy lindo con una decoración divertida cómo oportunidad de mejora el trato al cliente podría ser un poco más ameno pero en general bastante bien,4,google_places_api,cafetería y restaurante baliza,2026-02-02
súper lindo el lugar y la comida excelente,5,google_places_api,cafetería y restaurante baliza,2025-09-05
precioso lugar y la comida muy rica,5,google_places_api,cafetería y restaurante baliza,2026-04-19
el lugar esta súper cute me encanto la comida 10 10 y el servicio esplendido los sándwich de carne son lo top muy recomendado para pasar la tarde,5,google_places_api,cafetería y restaurante baliza,2024-09-12
me agrado mucho este lugar buen servicio ambiente agradable con música instrumental cristiana horario de 3 00pm a 7 00pm si embargo nos dejaron tomar el café tranquilos recomendado 100 precio un poco caro pero considero que está bien el ambiente es como para parejas enamorados o si quiere tranquilidad es el lugar adecuado para un buen café,4,google_places_api,stecafe,2023-10-18
precios bastante altos la verdad la comida es buena el lugar un poco excesivamente decorado con flores pero supongo que es al gusto de los dueños bastante pequeño además con precios más decentes sería un mejor lugar,4,google_places_api,stecafe,2025-08-30
buen servicio y un sitio tranquilo el café super rico,5,google_places_api,kaba coffee gastro bar,2026-02-17
es un lugar con un ambiente agradable el personal muy servicial el café es muy bueno lo recomiendo en cuanto a la alimentación precio calidad y cantidad no me pareció los costos son algo elevados y la cantidad no compensa el costo el sabor pues normal hay una fajitas de pollo en el menú que no las recomiendo no era lo que esperaba nada de sabor simple y sin color estaba mejor el plato de mi hijo más barato y la misma cantidad que el mío ya que el mío era el doble del precio,4,google_places_api,kaba coffee gastro bar,2025-12-19
pésima experiencia he visitado este lugar en dos ocasiones y en ambas me han fallado con la comida la situación más decepcionante fue cuando pedí un pollo en salsa china lo que recibí fue literalmente pollo hervido sin sabor acompañado de salsa de soya comercial y jengibre picado sin duda uno de los peores platos que he probado al comentarle a la mesera sobre la mala calidad del plato me ofreció cambiarlo lo cual acepté sin embargo al momento de pagar me cobraron ambos platos a pesar de haber señalado claramente que el primero estaba en mal estado a esto se suma que los precios son elevados y no corresponden con la calidad ofrecida además no se percibe una propuesta auténtica de comida caribeña los platos carecen de identidad sabor y tradición es una lástima especialmente considerando que anteriormente en ese lugar estaba garaje donde sí valía la pena comer no lo recomiendo en la zona hay opciones mucho mejores como lizzie hotel el puerto reinas cocorí tinto y aroma o pollo cyros donde la relación calidad precio y el sabor son muy superiores,1,google_places_api,kaba coffee gastro bar,2026-05-02
la experiencia fue algo incómodo fuimos con toda las expectativas del lugar pero nunca más fuimos con una amiga a tomar café y a comer algo pedimos la comida antes que el café los cafés llegaron primero normal mente así es bebidas antes que la comida estuvimos hay 40 minutos y nuestra comida no llegó fuimos a preguntar si pasó algo con nuestro pedido y nos dicen que averiguarán esperamos 5 minutos más y vimos que la chica nunca salió de cocina volvimos a preguntar y vimos dnd apenas estaban preparando el pedido y nos retiramos del lugar ya que es injusto esperar 45 minutos y que nuestra comida no estaba lista lástima porque se ve un lugar muy lindo pero la experiencia no fue la mejor espero a nadie más le llegué a pasar algo así en este lugar,1,google_places_api,kaba coffee gastro bar,2026-05-03
muy bonito lugar,5,google_places_api,nosara verde casa selva,2020-02-05
fui con mi familia el fin de semana pasado y es un lugar muy bueno para hospedarse si vas a nosara cuenta con cocina equipada aire acondicionado baño camas muy cómodas todo en el mismo espacio lo único es que no había mesa quizá podrían incorporarla más adelante aún así el lugar nos pareció excelente y muy económico las tiendas y supermercados están cerca y puedes ir a las playas en auto a 15 minutos,4,google_places_api,cabinas cenizaro nosara,2026-04-21
excelente lugar muy bonito,5,google_places_api,cabinas cenizaro nosara,2024-05-30
excelente instalaciones,5,google_places_api,cabinas cenizaro nosara,2025-10-22
muy bonito,4,google_places_api,cabinas cenizaro nosara,2023-06-14
el lugar esta muy bien la atención excelente precio vs zona bastante bien la habitación muy ordenada y limpia,5,google_places_api,cabinas cenizaro nosara,2026-07-08
servicio impecable uno de los mejores servicios de cabinas al que he asistido siempre limpio y bien lavado tanto el paño como las sábanas y el cuarto tiene ac wifi cable tv parqueo y algunas de las cabinas poseen ducha o agua caliente no todas algunas además de que tienen servicio de soda para desayunar almorzar y cenar,5,google_places_api,cabinas dilan,2025-12-05
las cabinas son bastante cómodas buen servicio de aire acondicionado las camas muy aseadas y de buen olor los baños amplios y aseados cuenta con una mesa muy apropiada para trabajar con la portátil,5,google_places_api,cabinas dilan,2023-07-10
quiero super recomendar estas cabinas por muchas razones su anfitriones el señor heiner la señora hilda y sus hijos son personas maravillosas muy limpio todo quedamos enamorados de su atención y amabilidad y volveríamos mil veces,5,google_places_api,cabinas guayacán nosara,2026-01-03
calidad de abitaciones exelente recomendadas 100 buena atención y bien acogedora para tener un buen descanso y buenas atención al cliente,5,google_places_api,cabinas guayacán nosara,2025-11-06
hermoso lugar acogedor tranquilo y seguro cerca del centro nosara a minutos de varias playas con wifi aire pantalla refri anfitriones excelentes,5,google_places_api,cabinas guayacán nosara,2026-01-07
super recomendados un ambiente familiar y tranquilo todo muy limpio y ordenado cerca de supermercados aeropuerto de nosara y de las playas los anfitriones muy atentos y serviciales te hacen sentir como en casa,5,google_places_api,cabinas guayacán nosara,2026-01-03
un lugar seguro acogedor y tranquilo sus instalaciones muy bien acondicionadas y su personal muy atento y amable lo recomiendo,5,google_places_api,cabinas guayacán nosara,2026-05-28
cerca de la playa y bien equipadas muchas gracias por vuestra atención,5,google_places_api,nosara beach cabins,2023-04-29
un lugar especial y maravilloso,5,google_places_api,nosara beach cabins,2025-05-13
excelente lugar para hospedarse sin pagar caprichos precios increíblemente cómodos servicio de excelente calidad nos hicieron sentir como en casa siempre atentos su ubicación permite viajar a todas las playas de la zona puedes visitar la playa mas cercana con tan solo 3 y vivir la adrenalina de viajar en tuk tuk,5,google_places_api,cabinas maji,2020-01-05
muy buena atención por parte de los dueños seguro muy asadas las cabinas,5,google_places_api,cabinas maji,2025-11-06
lugar comodo y acogedor con atención muy sociable y respetuosa con el cliente recomendable,5,google_places_api,cabinas maji,2023-01-01
muy cómodas y limpias,5,google_places_api,cabinas maji,2025-10-09
falta mejor atención,3,google_places_api,cabinas maji,2021-06-04
cuánto cuesta la una noche en las cabinas ángnnel,1,google_places_api,cabinas agnnel,2026-02-20
no le doy 0 porque no me da la opción no lo recomiendo muy mala experiencia habitaciones con mal olor a cigarro impregnado en las paredes y cortinas cama sucias y no duermes por la picazón de ácaros en el colchón sucio y tu hayas hediondas pésimo trato por parte de los dueños o encargados y muy caro para pésimas instalaciones,1,google_places_api,cabinas agnnel,2022-01-06
muy lindo el lugar wifi aire acondicionado aseado baños incluidos muy aseado lo recomiendo es favorable,4,google_places_api,cabinas agnnel,2024-12-11
pésimo lugar muy malas instalaciones pasamos una noche y la segunda noche llamamos a reservar y cuando llegamos a las cabinas nos dijeron que no tenían campo demasiado iresponsables,1,google_places_api,cabinas agnnel,2022-09-29
es caro y no da para tanto lo que vale me quede por emergencia la verdad pero si pides factura te aumentan el precio hay mejores cabinas y cobran menos de 20 mil colones con factura electrónica,2,google_places_api,cabinas agnnel,2021-12-22
un lugar muy acogedor limpio cerca de la playa atención ecxelente relativamente económico lo recomiendo,5,google_places_api,cabinas los sueños,2026-01-04
excelente lugar buenos precios muy cerca de la playa habitaciones amplias y limpias,5,google_places_api,cabinas los sueños,2025-01-10
muy buen comida y la atención también,5,google_places_api,soda mapi s,2018-08-14
la atención muy linda y amena la comida muy rica y precio accesible,5,google_places_api,cafe fenix,2025-12-29
una experiencia única en el pueblo de nosara centro especial para compartir con familia y amigos,5,google_places_api,cafe fenix,2025-12-29
un poco difícil llegar al lugar se requiere un 4x4 de verdad pero la dueña da el servicio de transporte por un precio muy cómodo y el viaje es menos de 15 minutos la cabaña muy limpia ordenada y cómoda los senderos espectaculares el atardecer fue estupendo el cielo se despejó y el sol alumbró al irazu por un buen rato,5,google_places_api,escapadita al bosque,2025-11-10
un lugar hermoso es mejor en 4x4 yo subí en moto y todo bien solo es bastante empinado la zona de camping un 10 de 10 esta en contacto con la naturaleza 100,5,google_places_api,escapadita al bosque,2026-03-31
precioso lugar ofrecen transporte para llegar el lugar está muy bien cuidado la atención muy bien los senderos están muy bien marcados un lugar ideal para ir en familia,5,google_places_api,escapadita al bosque,2026-04-06
limpio sencillo si pero está en el centro de cartago y es ideal para personas que necesitan una ubicación cercana precio muy accesible y buena atención,5,google_places_api,hotel dinastía,2024-05-12
las habitaciones son acogedoras buen trato buena limpieza es un lugar muy céntrico donde uno tiene mucha facilidad de poderse mover a varios lugares céntricos de cartago,5,google_places_api,hotel dinastía,2024-03-12
es el hotel por excelencia que recomiendo en cartago centro las habitaciones son muy limpias y tranquilas la señora de la recepción es muy buena gente y da muy buen servicio está cerca de muchos lugares de cartago,5,google_places_api,hotel dinastía,2024-05-06
me gustaba más cuando estaba el personal anterior sin embargo es un buen lugar de alojamiento si uno está en el centro de cartago,5,google_places_api,hotel dinastía,2024-03-12
buena opción para pasar la noche y luego seguir su camino las muchachas muy atentas a cualquier solicitud una de las duchas estaba dañada pero la arreglaron durante el día,4,google_places_api,hotel los angeles lodge,2025-09-07
hola quería tomarme un tiempo para agradecerles por todas las atenciones y servicios que recibimos tanto de su parte como de doña roxana mi esposa y yo quedamos muy a gusto con todo pero sobre todo los chicos estaban muy contentos y les encantó no solo las atenciones sino el clima familiar del lugar de verdad que estamos muy agradecidos y no descarto que volvamos a visitarlos en el futuro si dios nos lo permite les deseamos lo mejor y espero que tanto nuestro señor como su madre a quienes ustedes tienen tan cerquita les bendigan y les sigan prosperando en su negocio muchas muchas gracias,5,google_places_api,hotel los angeles lodge,2026-07-20
mi experiencia no fue la esperada el glamping que me entregaron no fue el que reservé y aunque luego accedieron a cambiarnos como había pagado decoración adicional por un cumpleaños tuvimos que dejar el espacio completamente limpio y retirar toda la decoración tal y como nos lo solicitaron porque supuestamente tenían otro huésped en espera sin embargo nunca ingresó nadie tampoco respetaron el cambio que solicité desde la reservación sustituir el vino por una sangría además prometieron enviar una pizza como compensación por los inconvenientes y nunca cumplieron dejándonos sin respuesta el lugar tiene una vista bonita y buena ubicación pero en general se percibe algo descuidado y con falta de mantenimiento lo cual no corresponde al precio que se paga ojalá puedan mejorar estos aspectos,3,google_places_api,tocuma glamping,2026-02-22
fuimos un grupo grande y cada plato estuvo delicioso atención amable y amena una variedad super grande de comida gracias esperamos volver pronto,5,google_places_api,cantaritos rest pub,2026-06-21
excelente el ambiente y el sabor de la comida muy buen servicio y decoración en san valentín los mejores cantaritos que he probado súper recomendado,5,google_places_api,cantaritos rest pub,2026-02-14
la comida excelente la atención muy buena personas super amables y definitivamente los mejores cantarotes 1000 recomendado la mejor pasta,5,google_places_api,cantaritos rest pub,2026-02-14
fuimos con la idea de comer comida mexicana y probar los famosos cantaritos a base de tequila en lo personal el cantarito me pareció rico porque soy amante del tequila el limón la naranja sin embargo si vas a pedir el cantarito debes tomar en cuenta que tiene tajín en el borde del vaso famosa por su mezcla de especias aderezo de sabor picante de siete chiles sal marina y limón deshidratado que resalta el sabor de la comida para comer quería unos tacos con carnitas al pastor sin embargo me dijeron que no tenían por esa razón pedí wrap de pollo grill que estaba rico pero me hubiera gustado que tuviera una mejor cantidad de pollo entre lo mejor de la experiencia culinaria nos gusto la salsita especial de la casa la orden de nachos de carne a nuestro parecer era grande y venían bien arreglados y en el caso de los tacos de birria venían tres taquitos con salsa es un lugar que indica ser pet friendly pero el espacio es muy reducido para las mascotas ya que no pueden desplazarse no hay espacio de parqueo por lo tanto de debe parquear el vehículo en la calle en términos generales la comida estuvo muy buena el precio es gusto me encantó que en la entrada tienen un lavamanos jabón y toallas para secarse las manos,4,google_places_api,cantaritos rest pub,2023-05-08
me pareció bonito el bar y los cantaritos son algo que definitivamente hay que probar con bastante tequila entonces quedamos satisfechos con uno cada uno la comida estaba bien me pedímos un limito especial unos patacones que me perecieron buenos pero muy secos así que pedí carne extra para acompañar por todo pagamos 28mil cólones aprox creo que los precios son altos pero aceptables el servicio fue muy bueno ese día por que había muy poca gente y si van a tomar mejor ir sin carro por qué aveces se llena y cuesta encontrar parqueo,4,google_places_api,cantaritos rest pub,2023-03-30
lugar agradable antes de las 8 pm música 70 80 a bajo volumen para poder conversar después de esa hora es ambiente con más personas,4,google_places_api,pragmático cr,2026-06-06
la comida aquí es deliciosa los precios son los adecuados para el producto que sirven nosotros fuimos un jueves en la noche y tenía una buena promoción en bebidas no sé si aplican siempre no estaba para nada lleno si van un fin de semana si se llena más pero vale la pena solo lleguen temprano para que puedan estar sentados el servicio al cliente es genial y el ambiente es el adecuado para conversar,5,google_places_api,pragmático cr,2025-10-19
gratamente sorprendido desde llegar fue una atención excelente el local es muy amplio con un patio exterior tipo biergarten un menú simple pero correcto la hamburguesa especial del mes estuvo excelente la emmy melt recomendado con los ojos cerrados,5,google_places_api,pragmático cr,2025-05-16
se trata de una casa convertida en restaurante esto hace que haya mesas en varios espacios se ubica en una zona residencial de bajo tránsito por lo que no hay el nivel de ruido que sí afecta a otros negocios de comida en cartago el local es amplio las mesas están bien distribuidas el patio es un punto de reunión donde en ocasiones se puede disfrutar de música en vivo la decoración es sobria y refrescante la batería de baños es un punto a favor tiene un mural muy atractivo el menú no es muy amplio pero la comida tiene muy buen sabor la atención es amable respetuosa y proactiva el ambiente es muy agradable los precios son justos recomendado,5,google_places_api,pragmático cr,2023-06-30
la comida muy rica porciones grande el servicio muy bueno,4,google_places_api,street food olympus,2024-05-31
increíble atención y muy deliciosa comida,5,google_places_api,street food olympus,2025-11-17
calidad de comida muy deliciosa y con muy buenos precios volvería a visitarlos,5,google_places_api,street food olympus,2024-07-11
la mejor comida rápida en cartago es casero me encanta 100 recomendado,5,google_places_api,street food olympus,2026-04-15
cuidado por donde se vienen o van tienen que irse por rio cuarto por el otro lado los dos carros casi se nos quedaron sin frenos y con mucho costo se logro parar los vehículos tuvimos que esperar una hora porque se calentaron los frenos hay muchas pendientes esa ruta es súper peligros hay un trayecto que esta feo con piedra y huecos en fin logramos salir de ahí ilesos por milagro de dios luego que llegamos al lugar compramos el paquete que incluía desayuno y almuerzo el señor que nos atendió en el desayuno al inicio fue de mala gana porque el café era con leche todos y él dijo que el que se incluia en el paquete era negro pero que nos iba hacer el favor luego su actitud cambió un poco la comida desayuno y almuerzo muy regulares la atención al público es muy básica no se siente un ambiente ameno solo los muchachos del tobogán fueron muy amables,4,google_places_api,restaurante pollos costa rica,2025-09-20
el arroz de la casa está muy bueno recomendado lo único malo es no encontrar ningún número para express o en redes sociales uber o didi,5,google_places_api,restaurante pollos costa rica,2024-10-28
excelente atención y trato por parte del administrador y colaboradores del lugar la comida deliciosa mucha variedad en cervezas extranjeras la sangría deliciosa lo recomiendo,5,google_places_api,bar la plaza,2022-02-25
super recomendado nueva administración y remodelado por completo este bar tiene un ambiente más moderno con excelente servicio buena música con un volumen que deja conversar el menú de comida está muy bueno y gran variedad de platillos los precios muy justos y lo principal hoy día cumplen con los protocolos del ministerio de salud primera vez que lo visito bajo la nueva administración y la verdad quedé muy contento si te gusto mí comentario deja un,5,google_places_api,bar la plaza,2021-04-15
son muy atentos a la hora de atenderte y explicar los platillos tienen la mejor sangría ever los precios accesibles y la porción de acuerdo al precio súper recomendados,5,google_places_api,bar la plaza,2021-02-10
el ambiente la comida y la atención son excelentes muy recomendados,5,google_places_api,bar la plaza,2025-06-15
lugar bonito y con una temática muy original el servicio es rápido y amable,5,google_places_api,bar la plaza,2026-01-04
muy bonito restaurante cerca del centro con una vista excelente lo encontré por casualidad en maps y decidí aventurarme a conocerlo la persona que nos atendió excelente servicio muy amable nos ofreció y nos explicó que había unas mejoras y que nos íbamos a encontrar con un poquito de suciedad en las mesas pero nos indicaba qué la limpiaba con gusto tienen unos senderos y unos lugares para tomarse fotografías bastante bonito de comida pedí un chifijo y estaba rico duraron poco para tenerlo en la mesa eso fue punto a favor pocos lugares son así de rápidos me parece super bien los precios para el lugar espero regresar cuando ande por ahí,5,google_places_api,los tres deseos,2026-04-08
el lugar pues bonito el servicio bien pero la comida fatal porciones pequeñas para el precio el plato surtido para dos eso es una boca y vale más de 14000 colones el pico de gallo tenía más sabor el vaso de agua que pedí el chorizo recocinado las tortillas palmeadas parecían galletas maria rescato el chicharrón los patacones y la yuca fría por dentro como que la tiran congelada una decepción y el arroz tres deseos lleno de sal porciones muy pequeñas precios altos,2,google_places_api,los tres deseos,2026-07-12
muy bonito lugar la comida estuvo muy rica y el postre también únicamente me disgustó que no se pueden hacer cambios en los acompañamientos ni dividir facturas hay varios animalitos entre ellos un cabrito aldo y dos ovejas preciosas recomiendo,4,google_places_api,los tres deseos,2026-05-04
es la quinta vez que vamos viajamos desde escazú a comer ahí porque nos encanta la comida y el servicio siempre ha sido muy bueno pero hoy se remataron el servicio fatal nos tuvieron una hora y veinte minutos esperando por la comida preguntamos que pasaba y nos dijeron que ya salía pero nada de la comida ni siquiera pidieron uno de los platos que pedimos el de mi hija de 9 años cuando reclamamos nos dijeron que habían tenido un problema con una de las freidoras pero cuando pregunté por la comida ahí debieron decirnos lo que pasaba no decirnos que ya salía la comida y hacernos esperar media hora más tuvimos que separar de nuestra comida para que mi hija pudiera comer realmente una decepción el día de hoy espero que la próxima vez mejoren eso porque hablamos con el que dijo que era el encargado y nos dijo que no era culpa de ellos que se dañara la freidora como sí eso excusa el mal servicio y la falta de atención,1,google_places_api,el balcón,2026-06-09
nos encantó la experiencia de quedarnos aquí la granja super linda la caminata las termales definitivamente fue un finde de relajarnos volvería definitivamente,5,google_places_api,coffee pickers village by hacienda orosi,2026-06-10
un lugar muy bonito toda la familia quedo encantada con el lugar las habitaciones los detalles de las mismas fue una verdadera experiencia lugar super recomendado,5,google_places_api,coffee pickers village by hacienda orosi,2025-12-29
la reapertura del lugar hace 6 meses y la nueva administración va bien el lugar que ya conocía desde varios años atrás con calificación de excelencia mantiene actualmente las áreas de jardines y zonas comunes como restaurante piscinas y otros con muy buena atención de los servidores limpieza y requerimientos el ingreso y la seguridad impecable el sistema actual de comunicación vía teléfono es un poco difícil y de igual forma la nueva política de reserva se torna confusa a pesar de ello debo resaltar la pronta atención del área administrativa en la solución de circunstancias la comida es deliciosa y los desayunos precios razonables y justos los servidores destacando a la señorita maría juan keneth y los dos chef junto a las jóvenes del servicio de restaurante impecable atención don eduardo el guarda excelente anfitrión n esperaremos con el paso de los meses la reparación de llavines y detalles en los alojamientos pero se agradece y motiva mucho que la nueva administración asuma el reto de devolverle la vida a este paraíso natural dos noches de estancia en un ambiente relajante y seguro,4,google_places_api,rancho rio perlas resort spa,2025-08-13
he visitado con anterioridad el lugar ya hace algunos años y es sencillamente mágico rancho río perlas tiene una ubicación privilegiada en las montañas de orosi justo al lado de un gran río que te envuelve en una atmósfera de paz y tranquilidad absoluta si buscas desconectarte rodeado de naturaleza y vegetación exuberante este es el sitio ideal aunque actualmente se encuentra cerrado me han informado que abrirán muy pronto lo mejor de todo es saber que cuentan con la administración de maría una persona sumamente trabajadora y dedicada lo cual garantiza que la experiencia será de primera calidad estoy deseando volver apenas abran sus puertas,4,google_places_api,rancho rio perlas resort spa,2026-01-30
excelente el lugar la piscina de agua caliente perfecta,5,google_places_api,rancho rio perlas resort spa,2025-04-05
cabaña rústica pero muy aseada colchón un poco viejo pero pasable televisión agua caliente en realidad esta bien para mí,5,google_places_api,hospedaje luis y ana,2026-02-04
calidad y servicio 100 recomendado,5,google_places_api,hospedaje luis y ana,2026-06-11
excelente atención de doña ana muy lindo el lugar con amplias zonas verdes piscina y excelente desatuno,5,google_places_api,hospedaje luis y ana,2025-07-31
excelente lugar muy buena opción muy amables y atentos,5,google_places_api,hospedaje luis y ana,2023-11-07
las residencias más nuevas están muy bien se nota mucho la diferencia con las viejas con el solo hecho de que haya un baño por cuarto y en las viejas hay que compartir con los demás cuartos un baño público,5,google_places_api,residencias estudiantiles hombres 2,2020-02-24
estas instalaciones poseen un nuevo edificio completamente equipado para albergar a estudiantes del tec,4,google_places_api,residencias estudiantiles hombres 2,2017-04-27
excelente lugar,5,google_places_api,casa pura vida,2025-04-05
en realidad uno de los mejores que eh visitado decoración y ambiente muy diferentes y ayudan al mood jaja precios igual o mejor que la competencia espacioso limpios duchas funcionales radio bluetooth facil de entender la cama espaciosa un poco dura y buena iluminación,5,google_places_api,motel tú yo,2026-05-04
buen precio y diseño muy bonito el único inconveniente es que la cama es muy simple y dura,4,google_places_api,motel tú yo,2025-09-30
un lugar diferente alejado del valle central y rodeado de exhuberante naturaleza cuenta con varios ambientes temáticos relacionados a the hobbits y harry potter también tiene senderos para observar cataratas cafetería y restaurantes la villa de hadas y duendes es muy linda el parque es complicado especialmente si está lleno los baños están en malas condiciones y hay muy pocos a unique place far from the central valley and surrounded by lush nature it features several themed areas related to the hobbits and harry potter as well as trails for viewing waterfalls a café and restaurants the fairy and elf village is very charming the park is difficult to navigate especially when crowded the restrooms are in poor condition and there are very few of them,3,google_places_api,gema glamping y picnic,2026-01-11
nos hospedamos hace un año en este lugar la atención recibida fue muy buena la señorita que me atendió para la reservacion fue muy atenta sin pedirlo nos dejó un arreglo floral sumamente divino la noche fue mágica con el sonido del río los grillos el frío los senderos se veían muy bien cuidados como punto a mejorar pondría antideslizante en las aceras cercanas a las cabañitas cuando fuimos estuvo lloviendo mucho y nos resbalamos un par de veces nada grave pero se puede mejorar fuimos entre semana por lo que el restaurante estaba cerrado pero hay un lugar bastante rico y a un muy buen precio cerca del lugar definitivamente vamos a volver,5,google_places_api,gema glamping y picnic,2026-01-14
mi experiencia fue super buena me encantó en cuanto a las personas que me atendieron fueron demasiado amables y serviciales los alimentos estuvieron muy ricos y el fresco de guanábana esta sabroso el picnic muy bonito cada detalle muy cuidado,5,google_places_api,gema glamping y picnic,2026-02-16
es un lugar mágico inmerso en la naturaleza con atracciones turísticas en el mismo sitio y senderos a cataratas la pasamos genial mis hijos de 4 y 6 años se divirtieron muchísimo les encanto conocer sobre hadas y duendes en el silencio de la noche con la niebla y la temperatura descendiendo se encuentra una paz que reconforta y nos conecta con el creador les recomiendo este lugar 100,5,google_places_api,gema glamping y picnic,2025-12-02
la verdad nos encantó todo el espacio de picnic súper lindo y amplio con vista a la naturaleza a cada rato llegaban pajaritos a saludar la decoración con temática de aniversario nos encantó el desayuno estaba delicioso y abundante por otra parte las atracciones del lugar nos gustaron mucho solo nos hizo falta ir a las cataratas pero no llevábamos los zapatos adecuados entonces quedó pendiente para una próxima visita definitivamente escogimos el mejor lugar para celebrar nuestro día especial,5,google_places_api,gema glamping y picnic,2026-02-24
que lindo lugar no lo conozco pero se todo mucha naturaleza y buena comida,5,google_places_api,hidden cabinas of paradise,2026-06-24
no gusto muchísimo el lugar volveremos,5,google_places_api,hidden cabinas of paradise,2025-06-02
para ir a mojar la rata pues aceptable pero no es así como que waooo buen precio eso sí,3,google_places_api,cabinas sueños de maíz,2019-01-20
me encanta la paz y tranquidad q este lugar transmite y la atención es buena,5,google_places_api,cabinas sueños de maíz,2021-03-20
bueno es un lugar muy privado es un lugar muy silencioso donde uno puede despejarse y desesperarse mucho y muy bien trato,5,google_places_api,cabinas sueños de maíz,2017-11-16
se ve intereza te toca visitarlo de vizta suoer,5,google_places_api,cabinas sueños de maíz,2024-06-19
buenas tardes cuales serian los precios y dirección exacta por favor alguien con esa info,4,google_places_api,cabinas sueños de maíz,2018-03-19
el lugar es maravilloso en cuanto a espacio naturaleza infraestructura y accesibilidad si gustas de un lugar tranquilo con clima fresco es ideal para relajarse mi puntuación va asociada a puntos observados respecto a mi segunda visita 8 11 2025 suministro de agua actualmente no se cuenta con agua potable a pesar de que se brinda una cortesía de agua potable en la habitación puede que no sea suficiente por lo cual ofrecen la posibilidad de comprar en recepción es algo que varió respecto a mi primer visita donde si existía el servicio servicio de desayuno se incluye el desayuno como parte del servicio pero respecto a mi primer visita las raciones han disminuido y la atención del personal es menos amable al anterior habitaciones la cabaña tenía telarañas en su entrada y la habitación en las telas se percibía un ligero estado de polvo acumulado recomendación aspirar las habitaciones entiendo que son muchas y puede que las dejen preparadas hasta ser ocupadas pero es importante retocar además los pisos requieren un mayor detallado se limpia pero hace falta desinfectar ya que percibe suciedad al estar descalzo en la habitación,3,google_places_api,cabañas cerro verde,2025-11-12
el hotel posee una vista muy linda a la ciudad cuenta con spa senderos piscina jacuzzi y restaurante para desayunar es un hotel muy silencioso y el personal es muy amable las habitaciones cuentan con mesa sillas platos y vasos sin embargo algunas cosas olían a humedad los senderos para visitar el mirador son empinados con una dificultad media y un poco técnica en algunas zonas no son aptos para todas las personas el masaje en el spa fue muy bueno y jairo super amable disfrutamos mucho de la estadía en el lugar,4,google_places_api,cabañas cerro verde,2025-11-26
un lugar lindo para descansar y salir un rato de la rutina la piscina es un poco fría y las piletas tienen una temperatura más agradable para días fríos es difícil disfrutarlas pues son algo frías las habitaciones son cómodas y equipadas para calentar comida no cocinar el ambiente es tranquilo y hay lugares donde sentarse y relajarse el desayuno estuvo muy rico y hay una linda vista desde el rancho sin embargo las mesas estaban algo sucias y con telarañas no pudimos visitar el sendero pues llovía y estaba algo frío el día,4,google_places_api,cabañas cerro verde,2025-05-26
optamos por el pase del día buen precio y en resumen la experiencia y lugar están increíbles me encanta saber que cerca de cartago tienes un pedazo de bosque con piscinas temperadas único comentario sería que deberían llenar un poquito más las piletas y la piscina ya que en el frío de cartago la idea sería que el agua caliente te cubra todo sin acomodarse tanto uno gracias por todo amigos y amigas,4,google_places_api,cabañas cerro verde,2025-09-16
nos atendieron muy bien de hecho nos permitieron ingresar a la cabaña antes de la hora establecida el personal es muy amable y servicial el único punto de mejora fue la limpieza del baño que pudo ser un poco mejor,4,google_places_api,cabañas cerro verde,2025-07-09
menores de eda entra con policia de la fueza publica luiz,5,google_places_api,pensión la provincia,2026-05-16
la encargada esa noche de recepcion mirada desconfiada tono de voz desagradable cortante casi casi grosera ordinaria la atencion totalmente me quede por necesidad voy a rescatar la habitacion muy agradable muy limpia ordenada,2,google_places_api,pensión la provincia,2020-03-16
le doy una estrella xq sólo haci puedo comentar a mi parecer es un lugar sin ninguna discreción y el trato de su personal es igual de malo día sábado que fui con novia nos atendió una doñita de aspecto desagradable el cual nos negó una avitasion por solo el echo de ser una pareja de dos chicas y a ver llegado sin carro el trato que se da en un lugar es lo habla de que tan bueno es así este lugar es un cuchitril ii,1,google_places_api,pensión la provincia,2017-03-04
